class;term;comment
material entity;phyllome base;The basal part of a phyllome (PO:0006001), where it attaches to a shoot axis (PO:0025029).
material entity;leaf tip;A phyllome tip (PO:0025141) that is part of a leaf apex (PO:0020137).
material entity;phyllome tip;The apical most portion of a phyllome apex.
material entity;petal apex;A phyllome apex (PO:0025139) that is part of a petal (PO:0009032).
material entity;tepal apex;A phyllome apex PO:0025139) that is part of a tepal (PO:0009033).
material entity;cigar leaf lamina abaxial epidermis;A portion of leaf lamina abaxial epidermis PO:0000049) that covers the abaxial surface of a cigar leaf (PO:0025130).
material entity;inflorescence branch crown;A shoot system that forms the basal part of an inflorescence to which the pedicels are attached and in which the internodes do not elongate, giving the appearance of a ridge of raised tissue.
material entity;fused tepal;A tepal (PO:0009033) that is part of a fused collective tepal structure (PO:0025138) in which it is fused to at least one other tepal.
material entity;free tepal;A tepal (PO:0009033) that is part of a collective tepal structure (PO:0025021), along with a fused collective tepal structure (PO:0025138), but is separate from (PATO:0001505) the other tepals.
material entity;phyllome apex;The apical portion of a phyllome.
material entity;fused collective tepal structure;A collective tepal structure (PO:0025021) in which there are at least two fused tepals (PO:0025137).
process;plant proembryo stage;A plant embryo development stage (PO:0007631) that occurs during the interval between the first cell division of a plant zygote (PO:0000423) and the onset of the plant globular embryo stage (PO:0001185).
material entity;plant anatomical entity;An anatomical entity that is or was part of a plant.
process;plant embryo globular stage;A plant embryo development stage (PO:0007631) that occurs during the interval between when a plant embryo proper (PO:0000001) increases in diameter through cell division, but retains radial symmetry (with the concomitant formation of a protoderm (PO:0006210)), and the onset of a plant embryo bilateral stage (PO:0004507).
material entity;cigar leaf;A leaf near the apex of a stem that is still rolled into a cylinder.
material entity;petiole canal;A canal that is part of a petiole.
material entity;canal;A plant anatomical space (PO:0025117) that is either a groove on the surface, or a tube in the interior of a plant structure (PO:0009011).
material entity;stigma papilla cell;A papilla cell that is part of a stigma epidermis.
material entity;leaf papilla cell;A papilla cell that is part of a leaf epidermis.
material entity;prickle;A portion of epidermis (PO:0005679) that is a sclerified outgrowth.
material entity;bract adaxial epidermis;A portion of bract epidermis (PO:0025158) that covers the adaxial/upper surface of a bract (PO:0009055).
material entity;multicellular trichome;A portion of plant tissue (PO:0009007) that forms a non-sclerified outgrowth from the epidermis (PO:0005679).
material entity;portion of plant substance;A portion of organism substance that is or was part of a plant.
material entity;root epidermal cell;A plant epidermal cell (PO:0004013) that is part of a root epidermis (PO:0006036).
material entity;multicellular trichome branch cell;A trichome cell (PO:0008030) that forms a branch of a multicellular trichome (PO:0025162).
material entity;papilla cell;An epidermal pavement cell with a short protuberance.
material entity;shoot epidermal cell;A plant epidermal cell (PO:0004013) that is part of a shoot axis epidermis (PO:0000112).
material entity;ear peduncle;A peduncle of a maize ear, below the lowest ear node.
material entity;phyllome epidermis;A portion of shoot system epidermis (PO:0006035) that is part of a phyllome (PO:0006001).
material entity;bract tip;A phyllome tip that is part of a bract apex.
material entity;pedicel of tassel spikelet;This is the ultimate branch of the pedicellate tassel spikelet.
material entity;bract abaxial epidermis;A portion of bract epidermis (PO:0025158) that covers the abaxial/lower surface of a bract (PO:0009055).
material entity;tassel peduncle;A peduncle of a maize tassel, below the lowest tassel node.
material entity;bract epidermis;A portion of phyllome epidermis (PO:0025157) that is part of a bract (PO:0009055).
material entity;pedicel of ear spikelet;This is the ultimate branch of the pedicellate ear spikelet.
material entity;tepal tip;A phyllome tip that is part of a tepal apex.
material entity;sepal tip;A phyllome tip that is part of a sepal apex.
material entity;peduncle trichome;A shoot axis trichome that is part of a peduncle epidermis.
material entity;peduncle epidermis;A portion of branch epidermis (PO:0025179) that is part of a peduncle (PO:0009053).
material entity;bract base;A phyllome base (PO:0025140) that is part of a bract (PO:0009055).
material entity;bract apex;A phyllome apex (PO:0025139) that is part of a bract (PO:0009055).
material entity;compound drepanium inflorescence;An inflorescence (PO:0009049) with both sympodial and monopodial growth habits, which at flowering stage (PO:0007616) is composed of pedicellate flowers (PO:0009046) on determinate inflorescence axes (PO:0020122), each of which develops at progressively more acute angles from each higher inflorescence axis (PO:0009081).
material entity;compound cincinnus inflorescence;An inflorescence (PO:0009049) with sympodial and monopodial growth habits, which at flowering stage (PO:0007616), is composed of determinate inflorescence axes (PO:0020122) with pedicellate flowers (PO:0009046), with the latest-developing flowers on the highest order inflorescence axes of the second order inflorescences (PO:0025240).
material entity;cincinnus inflorescence;An inflorescence (PO:0009049) with a sympodial growth habit, which at flowering stage (PO:0007616), is composed of determinate inflorescence axes (PO:0020122) with pedicellate flowers (PO:0009046), with the latest-developing flowers on the highest order inflorescence axis.
material entity;drepanium inflorescence;An inflorescence (PO:0009049) with a sympodial growth habit, which at flowering stage (PO:0007616), is composed of pedicellate flowers (PO:0009046) on determinate inflorescence axes (PO:0020122), each of which develops at progressively more acute angles from each higher inflorescence axis (PO:0009081).
material entity;bostryx inflorescence;An inflorescence (PO:0009049) with a sympodial growth habit, which at flowering stage (PO:0007616), is composed of pedicellate flowers (PO:0009046) on determinate inflorescence axes (PO:0020122), each of which develop at a branch angle of approximately 90 degrees from each higher inflorescence axis (PO:0009081).
material entity;rhipidium inflorescence;An inflorescence (PO:0009049) with a sympodial growth habit, which at flowering stage (PO:0007616), is composed of determinate inflorescence axes (PO:0020122) that bear pedicellate flowers (PO:0009046) in a single plane, with the latest-developing flowers on the highest order inflorescence axis, found at the center of the inflorescence.
material entity;compound umbel inflorescence;An inflorescence (PO:0009049) with a monopodial growth habit, which at flowering stage (PO:0007616), is composed of a first order inflorescence axis (PO:0025104) with compressed inflorescence axis internodes (PO:0006326), and pedicellate flowers (PO:0009046) on higher order inflorescence axes, with compressed inflorescence axis internodes (PO:0006326).
material entity;parenchyma sheath;A single layered, parenchymatous bundle sheath characterized by presence of large quantity of starch.
material entity;bundle sheath;A portion of ground tissue (PO:0025059) which comprises a layer or layers of cells surrounding the vascular bundles (PO:0005020) of leaves. It may consist of parenchyma (PO:0005421) or sclerenchyma (PO:0005427).
material entity;mestome sheath;The inner endodermal sheath of a two layered bundle sheath. The cells are smaller in diameter compared to those in outer wall (starch sheath). The cell walls are thick and contain suberized lamellae. They are analogous to endodermis.
material entity;lateral root apical meristem;A root apical meristem (PO:0020147) that gives rise to a lateral root (PO:0020121).
